,Name,Gender,DOB,Occupation,Block/Village,District/city,State,PIN,NomineeName,NomineeRelation,NomineeAge,PolicyId,Insurer,Typeofcover,EffectiveDate,ExpiryDate,PremiumRate,PremiumMode,PolicyName,InsuranceCompany
8138,SOUMYAJIT PAUL,Male,8/12/1983,priv-house-serv,kalwan,Kolkata,West Bengal,824201,noone,prof-specialty,27,8138,Praveen,life insurance for one person,8/27/2014,7/7/2020,6%,offline,Life Uday,Life Insurance Corporation of India
8139,SOUNDARARAJAN R,Male,6/11/1964,machine-op-inspct,mahur,Secunderabad,Andhra Pradesh,782425,noone,adm-clerical,46,8139,Ankit,life insurance for one person,3/28/2001,7/7/2020,7.5%,offline,Term Insurance,HDFC Life Insurance Co. Ltd
8140,munna abhishek,Male,2/1/1987,armed-forces,koraon,katihar,Bihar,797103,noone,priv-house-serv,31,8140,Ajay,life insurance for one person,6/6/2011,7/7/2020,6%,offline,sampoorna nivesh,Max Life Insurance Co. Ltd.
8141,sourabhi shanka,female,1/5/1988,machine-op-inspct,kopargaon,Mumbai,Maharashtra,271872,noone,handlers-cleaners,37,8141,Ankit,life insurance for one person,8/15/2011,7/7/2020,7.5%,online,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
8142,sourav bhowmik,Male,3/30/1986,sales,Amgaon,Kolkata,West Bengal,761140,noone,protective-serv,41,8142,Praveen,life insurance for one person,1/2/2001,7/7/2020,5%,offline,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
8143,sourav kumar si,Male,9/2/1988,tech-support,alibag,Patna,Bihar,124106,noone,machine-op-inspct,26,8143,Ajay,life insurance for one person,3/26/1995,7/7/2020,6%,online,sanchay,Life Insurance Corporation of India
8144,SRIKANTABOSE,Male,1/3/1956,tech-support,kaij,UT / NA,UT / NA,673602,noone,craft-repair,38,8144,Rahul,life insurance for one person,12/19/2011,7/7/2020,5%,online,term insurance with return,Bajaj Allianz Life Insurance Co. Ltd.
8145,Souvik Dasgupta,Male,8/23/1982,transport-moving,Ajhai,Kolkata,West Bengal,284303,noone,craft-repair,28,8145,Ankit,life insurance for one person,1/9/2002,7/7/2020,6%,offline,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
8146,souvik sengupta,Male,8/27/1989,sales,juni,Varanasi,Uttar Pradesh,271502,noone,adm-clerical,48,8146,Rahul,life insurance for one person,12/28/1991,7/7/2020,6%,online,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
8147,SOVENATH SHAW,Male,5/26/1981,sales,dhola,Kolkata,West Bengal,144208,noone,adm-clerical,29,8147,suraj,life insurance for one person,9/30/1991,7/7/2020,5%,online,jeevan labh,Life Insurance Corporation of India
8148,Sowjanya Vedula,Female,3/9/1985,tech-support,rajeshwar,Hyderabad,Andhra Pradesh,535281,noone,craft-repair,39,8148,Rahul,life insurance for one person,7/16/2004,7/7/2020,6%,online,Health insurance plan,Max Life Insurance Co. Ltd.
8149,sowjanya kavuri,female,3/18/1986,priv-house-serv,juni,Chennai,Tamil Nadu,609003,noone,protective-serv,45,8149,Ajay,life insurance for one person,5/24/2003,7/7/2020,5%,offline,aadhar shila,Bajaj Allianz Life Insurance Co. Ltd.
8150,sowjanya gopine,female,7/7/1981,craft-repair,kagal,Hyderabad,Andhra Pradesh,210202,noone,protective-serv,38,8150,Praveen,life insurance for one person,7/11/2007,7/7/2020,5%,offline,sanchay,ICICI Prudential Life Insurance Co. Ltd
8151,sowmya sowmya,Female,10/23/1985,handlers-cleaners,nevasa,Bangalore,Karnataka,173217,noone,exec-managerial,53,8151,Rahul,life insurance for one person,10/6/2012,7/7/2020,5%,online,Sampoorna samridhi plus,ICICI Prudential Life Insurance Co. Ltd
8152,Sowmya paramesw,Female,3/10/1985,armed-forces,chalsigaon,Bhadravathi,Karnataka,171003,noone,machine-op-inspct,48,8152,Ajay,life insurance for one person,12/9/2006,7/7/2020,5%,offline,Health insurance plan,HDFC Life Insurance Co. Ltd
8153,Yadavalli Venka,Female,11/20/1979,priv-house-serv,bhor,Vijayawada,Andhra Pradesh,632509,noone,tech-support,44,8153,Ankit,life insurance for one person,1/5/1992,7/7/2020,7.5%,online,Pru Signature,Max Life Insurance Co. Ltd.
8154,SOMANI SUDAMA P,Male,5/10/1951,prof-specialty,bahadurpur,Damoh,Madhya Pradesh,321001,noone,exec-managerial,39,8154,Ajay,life insurance for one person,2/8/1990,7/7/2020,5%,online,Health insurance plan,Max Life Insurance Co. Ltd.
8155,vinayaka purush,Male,7/28/1982,adm-clerical,akole,Bangalore,Karnataka,124103,noone,other-service,37,8155,suraj,life insurance for one person,1/14/1999,7/7/2020,7.5%,offline,Pru Signature,Life Insurance Corporation of India
8156,Spandana Reddy,Female,4/5/1987,farming-fishing,korchi,khammam,Andhra Pradesh,515501,noone,armed-forces,53,8156,Ajay,life insurance for one person,3/23/2009,7/7/2020,7.5%,online,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
8157,Praveen P.R,Male,1/9/1987,craft-repair,sonha,Chennai,Tamil Nadu,423401,noone,transport-moving,31,8157,Ankit,life insurance for one person,3/6/2003,7/7/2020,5%,offline,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
8158,SUDHIRA PATEL,Male,5/20/1978,farming-fishing,mudkhed,kusumi,Orissa,441802,noone,tech-support,55,8158,Praveen,life insurance for one person,2/8/1996,7/7/2020,6%,offline,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
8159,Abhishek Deshmu,Male,9/22/1982,exec-managerial,Hingna,Pune,Maharashtra,682030,noone,exec-managerial,41,8159,Praveen,life insurance for one person,6/26/2009,7/7/2020,7.5%,online,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
8160,SIVAKUMAR PERUM,Male,7/1/1987,sales,alibag,Chennai,Tamil Nadu,391168,noone,farming-fishing,36,8160,Rahul,life insurance for one person,4/12/2002,7/7/2020,6%,offline,jeevan umang,Life Insurance Corporation of India
8161,SANTOSH GUPTA,Male,7/12/1964,priv-house-serv,dhanupur,Kota,Rajasthan,624711,noone,adm-clerical,37,8161,Ankit,life insurance for one person,3/26/1990,7/7/2020,6%,offline,sanchay,Life Insurance Corporation of India
8162,karim imran,Male,2/13/1987,adm-clerical,shrigonda,Nellore,Andhra Pradesh,743354,noone,farming-fishing,37,8162,Rahul,life insurance for one person,12/16/1998,7/7/2020,7.5%,offline,Health insurance plan,Max Life Insurance Co. Ltd.
8163,venkatesh m,Male,11/14/1988,armed-forces,karad,Hyderabad,Andhra Pradesh,786171,noone,machine-op-inspct,56,8163,Praveen,life insurance for one person,8/30/2014,7/7/2020,5%,online,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
8164,basant kumar,Male,1/19/1983,craft-repair,korchi,Allahabad,Uttar Pradesh,230142,noone,other-service,30,8164,Ankit,life insurance for one person,10/3/2000,7/7/2020,6%,online,Sampoorna samridhi plus,ICICI Prudential Life Insurance Co. Ltd
8165,SHIVENDRA PRAKA,Male,7/23/1982,priv-house-serv,nunhai,Varanasi,Uttar Pradesh,625534,noone,handlers-cleaners,39,8165,Ajay,life insurance for one person,7/20/1991,7/7/2020,5%,offline,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
8166,SRIKKANTH SISTL,Male,12/1/1971,other-service,alikha,Hyderabad,Andhra Pradesh,625514,noone,machine-op-inspct,46,8166,Praveen,life insurance for one person,5/4/1995,7/7/2020,5%,offline,jeevan anand,Life Insurance Corporation of India
8167,Prasad S,Male,7/22/1977,sales,dhanupur,Chennai,Tamil Nadu,506324,noone,handlers-cleaners,46,8167,suraj,life insurance for one person,6/30/2002,7/7/2020,5%,online,Pru Signature,HDFC Life Insurance Co. Ltd
8168,satya shukla,Male,2/12/1984,exec-managerial,pathardi,obra,Uttar Pradesh,686635,noone,sales,34,8168,Ankit,life insurance for one person,5/11/1996,7/7/2020,7.5%,offline,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
8169,PARTHA SARATHY,Male,5/8/1972,other-service,jamkhed,Chennai,Tamil Nadu,243503,noone,farming-fishing,30,8169,Ajay,life insurance for one person,1/25/2008,7/7/2020,7.5%,online,term insurance with return,Max Life Insurance Co. Ltd.
8170,Srikumar nalam,Male,7/29/1984,armed-forces,azizpur,Tirupati,Andhra Pradesh,581115,noone,tech-support,32,8170,Ajay,life insurance for one person,4/28/1994,7/7/2020,5%,online,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
8171,SUNDAR RAJA KUM,Male,3/8/1976,adm-clerical,karad,srivilliputtur,Tamil Nadu,685609,noone,machine-op-inspct,34,8171,Rahul,life insurance for one person,4/24/1995,7/7/2020,6%,offline,sampoorna nivesh,HDFC Life Insurance Co. Ltd
8172,Punam Singh,Female,5/22/1971,other-service,mandi,Ranchi,Jharkhand,152026,noone,craft-repair,36,8172,Ajay,life insurance for one person,11/11/1996,7/7/2020,7.5%,offline,Health insurance plan,Life Insurance Corporation of India
8173,srirami reddy,Male,3/6/1982,priv-house-serv,chamrauli,Hyderabad,Andhra Pradesh,854312,noone,machine-op-inspct,55,8173,Ajay,life insurance for one person,5/7/1990,7/7/2020,5%,online,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
8174,PRASANNA VENKAT,Male,7/26/1983,exec-managerial,rajpur,Bangalore,Karnataka,625003,noone,transport-moving,29,8174,Ajay,life insurance for one person,1/24/2010,7/7/2020,6%,online,jeevan anand,Life Insurance Corporation of India
8175,SUDHAKAR THOSAR,Male,7/1/1951,tech-support,amarpura,KALYAN,Maharashtra,533284,noone,other-service,38,8175,Ankit,life insurance for one person,11/27/2005,7/7/2020,6%,offline,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
8176,ABHAY DUBEY,Male,2/4/1984,machine-op-inspct,akole,Pune,Maharashtra,756144,noone,sales,26,8176,Rahul,life insurance for one person,4/21/2003,7/7/2020,7.5%,online,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
8177,SRABAN KASTA,Male,3/21/1982,sales,mandi,Rourkela,Orissa,209652,noone,other-service,38,8177,Rahul,life insurance for one person,7/5/2007,7/7/2020,7.5%,offline,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
8178,Samir Dhara,Male,12/25/1978,handlers-cleaners,chaka,Kolkata,West Bengal,227814,noone,handlers-cleaners,42,8178,Ajay,life insurance for one person,3/14/1995,7/7/2020,7.5%,offline,jeevan anand,HDFC Life Insurance Co. Ltd
8179,Raja Subburethi,Male,6/24/1982,craft-repair,kandhar,Chennai,Tamil Nadu,394710,noone,priv-house-serv,32,8179,Praveen,life insurance for one person,12/25/2013,7/7/2020,6%,online,Health insurance plan,HDFC Life Insurance Co. Ltd
8180,RAJESH SUBRAMAN,Male,6/23/1977,prof-specialty,bada,Chennai,Tamil Nadu,391770,noone,other-service,32,8180,Ankit,life insurance for one person,11/7/2008,7/7/2020,7.5%,online,term insurance with return,HDFC Life Insurance Co. Ltd
8181,rajiv raaz,Male,7/4/1986,machine-op-inspct,albatia,Kakinada,Andhra Pradesh,766118,noone,priv-house-serv,49,8181,Ajay,life insurance for one person,8/23/1996,7/7/2020,5%,offline,sanchay,HDFC Life Insurance Co. Ltd
8182,RAM SRINIVASAN,Male,5/15/1975,handlers-cleaners,indapur,Secunderabad,Andhra Pradesh,741238,noone,farming-fishing,41,8182,Praveen,life insurance for one person,3/29/2005,7/7/2020,7.5%,offline,jeevan anand,Max Life Insurance Co. Ltd.
8183,Rang Singh,Male,12/25/1986,transport-moving,Etapalli,Patna,Bihar,744101,noone,tech-support,35,8183,Ajay,life insurance for one person,10/28/2006,7/7/2020,7.5%,online,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8184,Vuyyuru Sudhaka,Male,2/10/1969,protective-serv,jafrabad,Hyderabad,Andhra Pradesh,342022,noone,craft-repair,43,8184,Ankit,life insurance for one person,9/25/2001,7/7/2020,6%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
8185,SRAVAN KUMAR,Male,10/25/1988,sales,nunhai,Secunderabad,Andhra Pradesh,621001,noone,sales,43,8185,Rahul,life insurance for one person,8/28/1995,7/7/2020,7.5%,online,sanchay,Life Insurance Corporation of India
8186,SRAVAN PODA,Male,8/5/1983,sales,artauni,ongole,Andhra Pradesh,361330,noone,machine-op-inspct,42,8186,Rahul,life insurance for one person,3/7/2008,7/7/2020,7.5%,online,aadhar shila,Life Insurance Corporation of India
8187,sravan ranga re,Male,2/5/1981,tech-support,baad,Tirupati,Andhra Pradesh,712706,noone,farming-fishing,37,8187,Ajay,life insurance for one person,3/16/2014,7/7/2020,6%,offline,Pru Signature,Life Insurance Corporation of India
8188,SRAVAN KUMAR RE,Male,11/18/1991,machine-op-inspct,handia,Hyderabad,Andhra Pradesh,506222,noone,transport-moving,45,8188,Rahul,life insurance for one person,11/11/2013,7/7/2020,6%,online,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
8189,Sravani Chintha,female,9/30/1987,other-service,jonai,Guntur,Andhra Pradesh,209729,noone,exec-managerial,24,8189,Praveen,life insurance for one person,4/1/2002,7/7/2020,7.5%,offline,jeevan labh,HDFC Life Insurance Co. Ltd
8190,Sravani Sravani,female,2/1/1987,protective-serv,hadgaon,Chennai,Tamil Nadu,243001,noone,exec-managerial,28,8190,Praveen,life insurance for one person,12/22/2012,7/7/2020,5%,offline,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
8191,Sravani kudapa,Female,5/14/1989,prof-specialty,kandhar,tanuku,Andhra Pradesh,733141,noone,tech-support,38,8191,suraj,life insurance for one person,3/18/1990,7/7/2020,7.5%,offline,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
8192,sravani sarvabh,female,8/8/1987,machine-op-inspct,Achhnera,Nellore,Andhra Pradesh,754142,noone,sales,31,8192,Ajay,life insurance for one person,9/16/2013,7/7/2020,5%,online,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8193,sravya inala,Female,11/8/1986,machine-op-inspct,biloli,Hyderabad,Andhra Pradesh,332027,noone,adm-clerical,44,8193,Praveen,life insurance for one person,4/18/1993,7/7/2020,5%,online,sanchay,Max Life Insurance Co. Ltd.
8194,swarna ramachan,Male,3/6/1961,exec-managerial,Ardhapur,Hyderabad,Andhra Pradesh,335523,noone,craft-repair,26,8194,Ajay,life insurance for one person,1/6/2011,7/7/2020,6%,online,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
8195,himabindu chirr,Female,1/4/1972,machine-op-inspct,howra,Hyderabad,Andhra Pradesh,470661,noone,farming-fishing,29,8195,Ajay,life insurance for one person,2/13/1991,7/7/2020,7.5%,online,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
8196,SIVAKUMAR RAMAC,Male,3/21/1977,tech-support,Akola,Chennai,Tamil Nadu,586129,noone,sales,39,8196,suraj,life insurance for one person,4/8/1991,7/7/2020,6%,offline,jeevan anand,Life Insurance Corporation of India
8197,daimi rehan,Male,9/28/1979,craft-repair,sunari,Hyderabad,Andhra Pradesh,444105,noone,priv-house-serv,34,8197,Rahul,life insurance for one person,4/27/2009,7/7/2020,5%,online,term insurance with return,ICICI Prudential Life Insurance Co. Ltd
8198,Sanjay Deshpand,Male,8/20/1967,farming-fishing,jamkhed,Thane,Maharashtra,586113,noone,sales,33,8198,Rahul,life insurance for one person,6/3/2009,7/7/2020,5%,online,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
8199,RAMESH REPUDI,Male,4/27/1970,adm-clerical,biloli,nalgonda,Andhra Pradesh,781003,noone,other-service,43,8199,Praveen,life insurance for one person,3/15/1992,7/7/2020,7.5%,online,jeevan anand,Life Insurance Corporation of India
8200,SUJANA SREE,female,9/22/1983,craft-repair,bhokar,Hyderabad,Andhra Pradesh,431212,noone,exec-managerial,37,8200,Ajay,life insurance for one person,8/5/2012,7/7/2020,7.5%,online,Health insurance plan,Max Life Insurance Co. Ltd.
8201,sreenivas palle,Male,8/1/1981,protective-serv,albatia,Hyderabad,Andhra Pradesh,221204,noone,machine-op-inspct,29,8201,Rahul,life insurance for one person,12/8/2001,7/7/2020,6%,online,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
8202,sree 1942,Male,2/14/1980,tech-support,dhanupur,Hyderabad,Andhra Pradesh,181111,noone,sales,29,8202,Rahul,life insurance for one person,7/24/2012,7/7/2020,5%,offline,jeevan anand,HDFC Life Insurance Co. Ltd
8203,SREEDHAR EAGA,Male,11/26/1982,prof-specialty,akole,Warangal,Andhra Pradesh,331802,noone,prof-specialty,40,8203,Rahul,life insurance for one person,6/17/2006,7/7/2020,7.5%,offline,Life Uday,HDFC Life Insurance Co. Ltd
8204,vijayen ramya,Male,1/9/1986,adm-clerical,chalsigaon,Gwalior,Madhya Pradesh,246149,noone,tech-support,37,8204,suraj,life insurance for one person,5/31/2004,7/7/2020,6%,online,Pru Signature,Max Life Insurance Co. Ltd.
8205,sridhar mv,Male,3/23/1971,tech-support,korchi,Hyderabad,Andhra Pradesh,824127,noone,exec-managerial,37,8205,Praveen,life insurance for one person,1/18/2014,7/7/2020,7.5%,offline,Life Uday,HDFC Life Insurance Co. Ltd
8206,SREEKANTH S,Male,5/31/1984,machine-op-inspct,kagal,pathanamthitta,Kerala,363115,noone,prof-specialty,45,8206,suraj,life insurance for one person,4/30/2006,7/7/2020,5%,offline,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
8207,AJAYAKUMAR BHAS,Male,7/6/1976,machine-op-inspct,bada,Kozhikode,Kerala,508205,noone,sales,32,8207,Ankit,life insurance for one person,10/28/2006,7/7/2020,5%,online,jeevan labh,HDFC Life Insurance Co. Ltd
8208,SREEBAL IS,Male,5/22/1983,adm-clerical,koraon,Thiruvananthapuram,Kerala,416122,noone,machine-op-inspct,48,8208,Ankit,life insurance for one person,11/6/2001,7/7/2020,7.5%,online,jeevan anand,Max Life Insurance Co. Ltd.
8209,Appalayagari Sr,Male,7/11/1979,machine-op-inspct,nevasa,Chennai,Tamil Nadu,416701,noone,exec-managerial,30,8209,Ajay,life insurance for one person,3/17/1990,7/7/2020,5%,offline,Pru Signature,Life Insurance Corporation of India
8210,Sreedhar Hancha,Male,8/23/1982,protective-serv,kurla,Hyderabad,Arunachal Pradesh,670632,noone,machine-op-inspct,36,8210,Ajay,life insurance for one person,3/1/2012,7/7/2020,7.5%,offline,jeevan umang,Life Insurance Corporation of India
8211,sreedhar degala,Male,11/26/1979,transport-moving,jaoli,Nellore,Andhra Pradesh,521331,noone,protective-serv,39,8211,Ajay,life insurance for one person,6/30/2002,7/7/2020,7.5%,offline,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
8212,sree pati,Male,5/27/1981,armed-forces,jamkhed,Hyderabad,Andhra Pradesh,580021,noone,sales,21,8212,suraj,life insurance for one person,9/27/2011,7/7/2020,6%,offline,jeevan umang,HDFC Life Insurance Co. Ltd
8213,Sreejith Pillai,Male,3/1/1982,priv-house-serv,lakhandur,Kochi,Kerala,792130,noone,other-service,29,8213,Rahul,life insurance for one person,9/16/2009,7/7/2020,6%,online,aadhar shila,Max Life Insurance Co. Ltd.
8214,SREEJITH GOPAL,Male,2/1/1991,tech-support,medhava,Kollam,Kerala,721642,noone,farming-fishing,29,8214,Ajay,life insurance for one person,11/22/2012,7/7/2020,5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
8215,Sreejit Narayan,Male,1/2/1983,farming-fishing,kinwat,Trissur,Kerala,695607,noone,machine-op-inspct,48,8215,Praveen,life insurance for one person,10/28/2008,7/7/2020,5%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
8216,MONANGI SREEKAN,Male,6/10/1984,prof-specialty,amarpura,Vizianagaram,Andhra Pradesh,425407,noone,armed-forces,48,8216,Ankit,life insurance for one person,6/6/2011,7/7/2020,7.5%,online,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
8217,Sreekanth A,Male,7/31/1983,sales,kudal,Hyderabad,Andhra Pradesh,625234,noone,transport-moving,34,8217,suraj,life insurance for one person,7/16/1995,7/7/2020,7.5%,offline,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
8218,SREEJA SREEDHAR,Female,2/2/1983,prof-specialty,borivali,Secunderabad,Andhra Pradesh,621214,noone,transport-moving,31,8218,suraj,life insurance for one person,5/19/1992,7/7/2020,5%,offline,jeevan anand,Max Life Insurance Co. Ltd.
8219,Sreelekha Katra,Female,5/2/1975,armed-forces,chaka,Hyderabad,Andhra Pradesh,410204,noone,tech-support,34,8219,suraj,life insurance for one person,8/3/2009,7/7/2020,5%,online,term insurance with return,Max Life Insurance Co. Ltd.
8220,Bellary Sreenat,Male,8/10/1986,machine-op-inspct,nevasa,Hyderabad,Andhra Pradesh,638661,noone,craft-repair,28,8220,Praveen,life insurance for one person,7/7/1996,7/7/2020,5%,offline,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
8221,SREENATH N,Male,3/27/1984,machine-op-inspct,nunhai,Chennai,Tamil Nadu,785682,noone,adm-clerical,47,8221,Praveen,life insurance for one person,6/18/2011,7/7/2020,6%,online,Pru Signature,Life Insurance Corporation of India
8222,SREENATHA REDDY,Male,6/13/1980,armed-forces,parner,Chennai,Tamil Nadu,571212,noone,tech-support,31,8222,Ajay,life insurance for one person,4/7/2014,7/7/2020,6%,offline,sanchay,HDFC Life Insurance Co. Ltd
8223,SREENIVAS BONGU,Male,2/6/1983,tech-support,juni,Bhilai,Chhatisgarh,757105,noone,exec-managerial,28,8223,Rahul,life insurance for one person,9/10/2000,7/7/2020,7.5%,offline,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
8224,sreenivasa rao,Male,6/1/1982,craft-repair,karjat,Hyderabad,Andhra Pradesh,767016,noone,transport-moving,26,8224,Ajay,life insurance for one person,9/1/1992,7/7/2020,5%,offline,aadhar shila,HDFC Life Insurance Co. Ltd
8225,SREENIVASU BOLL,Male,8/2/1983,armed-forces,sadarban,Hyderabad,Andhra Pradesh,515202,noone,craft-repair,41,8225,Rahul,life insurance for one person,12/14/1991,7/7/2020,6%,online,term insurance with return,HDFC Life Insurance Co. Ltd
8226,SREENIVASULU PA,Male,11/12/1981,craft-repair,Ardhapur,Hyderabad,Andhra Pradesh,575018,noone,craft-repair,34,8226,Ankit,life insurance for one person,7/27/2014,7/7/2020,5%,online,sampoorna nivesh,Life Insurance Corporation of India
8227,SREENIVAS MOODU,Male,6/15/1976,armed-forces,bhor,Hyderabad,Andhra Pradesh,284002,noone,transport-moving,31,8227,Ajay,life insurance for one person,1/27/2000,7/7/2020,7.5%,offline,jeevan anand,HDFC Life Insurance Co. Ltd
8228,sreeraj S,Male,5/10/1987,priv-house-serv,Etapalli,Kollam,Kerala,841505,noone,handlers-cleaners,29,8228,Ankit,life insurance for one person,1/27/1991,7/7/2020,5%,offline,sampoorna nivesh,Life Insurance Corporation of India
8229,sreeram kandula,Male,5/24/1983,priv-house-serv,dehtora,Hyderabad,Andhra Pradesh,632105,noone,prof-specialty,36,8229,Ajay,life insurance for one person,5/29/1999,7/7/2020,7.5%,online,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8230,sreeramulu Ragi,Male,6/14/1980,adm-clerical,juni,Mumbai,Maharashtra,475335,noone,farming-fishing,34,8230,Ankit,life insurance for one person,4/7/1994,7/7/2020,6%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
8231,SREEVIDYA MALLA,Female,3/7/1983,armed-forces,manda,Hyderabad,Andhra Pradesh,342314,noone,priv-house-serv,47,8231,Rahul,life insurance for one person,9/27/2010,7/7/2020,7.5%,offline,jeevan anand,Life Insurance Corporation of India
8232,sri laxmi,Female,1/26/1985,tech-support,chamrauli,Hyderabad,Andhra Pradesh,604407,noone,farming-fishing,27,8232,Ankit,life insurance for one person,3/22/2000,7/7/2020,7.5%,online,sanchay,ICICI Prudential Life Insurance Co. Ltd
8233,Srinivasan C,Male,5/14/1977,other-service,dehtora,Chennai,Tamil Nadu,401604,noone,sales,38,8233,suraj,life insurance for one person,4/25/1991,7/7/2020,5%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
8234,Chinthapandu Sr,Male,8/13/1974,tech-support,bhokar,Secunderabad,Andhra Pradesh,680581,noone,exec-managerial,57,8234,Rahul,life insurance for one person,12/31/2012,7/7/2020,5%,online,Life Uday,ICICI Prudential Life Insurance Co. Ltd
8235,sri hari,Male,8/5/1981,handlers-cleaners,indapur,Hyderabad,Arunachal Pradesh,577133,noone,protective-serv,30,8235,Ajay,life insurance for one person,7/16/1995,7/7/2020,5%,offline,term insurance with return,Bajaj Allianz Life Insurance Co. Ltd.
8236,CHIVUKULA SRIKA,Male,6/10/1981,prof-specialty,sunari,Hyderabad,Andhra Pradesh,501509,noone,exec-managerial,37,8236,Rahul,life insurance for one person,9/25/2001,7/7/2020,7.5%,offline,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8237,Anirban Dash,Male,4/29/1974,handlers-cleaners,Amgaon,Varanasi,Uttar Pradesh,176308,noone,transport-moving,58,8237,Ajay,life insurance for one person,9/19/2007,7/7/2020,7.5%,offline,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
8238,SREEKUMAR MENON,Male,5/30/1962,transport-moving,dhanupur,Vadodara,Gujarat,328041,noone,adm-clerical,50,8238,Ajay,life insurance for one person,4/10/1994,7/7/2020,5%,online,Life Uday,HDFC Life Insurance Co. Ltd
8239,richa srivastav,female,5/7/1989,handlers-cleaners,Amgaon,Gorakhpur,Uttar Pradesh,332718,noone,other-service,53,8239,Ankit,life insurance for one person,7/5/2003,7/7/2020,6%,offline,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
8240,sridevi raichur,female,2/12/1980,sales,medhava,Hyderabad,Andhra Pradesh,301714,noone,exec-managerial,46,8240,suraj,life insurance for one person,9/3/1991,7/7/2020,6%,offline,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
8241,sridevi kailash,female,11/20/1978,tech-support,Etapalli,Hyderabad,Andhra Pradesh,791123,noone,sales,47,8241,Praveen,life insurance for one person,7/11/2002,7/7/2020,5%,offline,Sampoorna samridhi plus,ICICI Prudential Life Insurance Co. Ltd
8242,sridhar battula,Male,4/10/1983,machine-op-inspct,balkeshwar,Guntur,Andhra Pradesh,335504,noone,transport-moving,32,8242,suraj,life insurance for one person,10/29/1991,7/7/2020,5%,offline,aadhar shila,Life Insurance Corporation of India
8243,sridhar kasanag,Male,9/3/1979,priv-house-serv,medhava,Hyderabad,Andhra Pradesh,585310,noone,craft-repair,35,8243,suraj,life insurance for one person,5/25/2002,7/7/2020,5%,offline,Term Insurance,Life Insurance Corporation of India
8244,SRIDHAR MANDALA,Male,10/20/1982,sales,albatia,Mumbai,Maharashtra,148104,noone,adm-clerical,33,8244,Ankit,life insurance for one person,9/11/2010,7/7/2020,7.5%,online,Pru Signature,ICICI Prudential Life Insurance Co. Ltd
8245,SRIDHAR RAO PRU,Male,7/2/1976,armed-forces,kagal,Chennai,Tamil Nadu,535218,noone,transport-moving,36,8245,Rahul,life insurance for one person,12/21/2013,7/7/2020,6%,offline,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
8246,VENKATA MURTHY,Male,7/12/1971,transport-moving,koraon,Hyderabad,Andhra Pradesh,262406,noone,handlers-cleaners,43,8246,suraj,life insurance for one person,6/24/1998,7/7/2020,6%,offline,jeevan umang,ICICI Prudential Life Insurance Co. Ltd
8247,SRIDHAR SELLAGA,Male,4/4/1962,armed-forces,Etapalli,Chennai,Tamil Nadu,412203,noone,exec-managerial,29,8247,Praveen,life insurance for one person,12/28/2004,7/7/2020,7.5%,offline,jeevan umang,Max Life Insurance Co. Ltd.
